Date,prediction_type,SKU,Demand,model,model_ranking,real/pred,identifier_ranking
2023-06-13 00:00:00,predicted_value,AntifungalY_Chain Store,79.08274818354691,Additive,1.0,pred,1.0
2023-06-13 00:00:00,lower_bound,AntifungalY_Chain Store,72.05696157421936,Additive,1.0,pred,1.0
2023-06-13 00:00:00,upper_bound,AntifungalY_Chain Store,86.5871381665797,Additive,1.0,pred,1.0
2023-06-20 00:00:00,predicted_value,AntifungalY_Chain Store,77.33086924131355,Additive,1.0,pred,1.0
2023-06-20 00:00:00,lower_bound,AntifungalY_Chain Store,70.36585629350618,Additive,1.0,pred,1.0
2023-06-20 00:00:00,upper_bound,AntifungalY_Chain Store,84.96828090694567,Additive,1.0,pred,1.0
2023-06-27 00:00:00,predicted_value,AntifungalY_Chain Store,81.0611214628002,Additive,1.0,pred,1.0
2023-06-27 00:00:00,lower_bound,AntifungalY_Chain Store,74.06982871002964,Additive,1.0,pred,1.0
2023-06-27 00:00:00,upper_bound,AntifungalY_Chain Store,88.0926730937047,Additive,1.0,pred,1.0
2023-07-04 00:00:00,predicted_value,AntifungalY_Chain Store,87.214085322699,Additive,1.0,pred,1.0
2023-07-04 00:00:00,lower_bound,AntifungalY_Chain Store,79.54566236406588,Additive,1.0,pred,1.0
2023-07-04 00:00:00,upper_bound,AntifungalY_Chain Store,94.1072968061614,Additive,1.0,pred,1.0
2023-07-11 00:00:00,predicted_value,AntifungalY_Chain Store,78.44451879654125,Additive,1.0,pred,1.0
2023-07-11 00:00:00,lower_bound,AntifungalY_Chain Store,71.0997201853367,Additive,1.0,pred,1.0
2023-07-11 00:00:00,upper_bound,AntifungalY_Chain Store,85.55118508668566,Additive,1.0,pred,1.0
2023-07-18 00:00:00,predicted_value,AntifungalY_Chain Store,74.85392218908254,Additive,1.0,pred,1.0
2023-07-18 00:00:00,lower_bound,AntifungalY_Chain Store,68.22019262583362,Additive,1.0,pred,1.0
2023-07-18 00:00:00,upper_bound,AntifungalY_Chain Store,82.36912052432683,Additive,1.0,pred,1.0
2023-07-25 00:00:00,predicted_value,AntifungalY_Chain Store,75.07152700712109,Additive,1.0,pred,1.0
2023-07-25 00:00:00,lower_bound,AntifungalY_Chain Store,67.38225217286761,Additive,1.0,pred,1.0
2023-07-25 00:00:00,upper_bound,AntifungalY_Chain Store,82.2797983594984,Additive,1.0,pred,1.0
2023-08-01 00:00:00,predicted_value,AntifungalY_Chain Store,77.83349989981845,Additive,1.0,pred,1.0
2023-08-01 00:00:00,lower_bound,AntifungalY_Chain Store,70.11615147672462,Additive,1.0,pred,1.0
2023-08-01 00:00:00,upper_bound,AntifungalY_Chain Store,84.36435638523622,Additive,1.0,pred,1.0
2023-08-08 00:00:00,predicted_value,AntifungalY_Chain Store,81.16330117209199,Additive,1.0,pred,1.0
2023-08-08 00:00:00,lower_bound,AntifungalY_Chain Store,73.92787297348487,Additive,1.0,pred,1.0
2023-08-08 00:00:00,upper_bound,AntifungalY_Chain Store,88.29879568891168,Additive,1.0,pred,1.0
2023-08-15 00:00:00,predicted_value,AntifungalY_Chain Store,75.44250442429563,Additive,1.0,pred,1.0
2023-08-15 00:00:00,lower_bound,AntifungalY_Chain Store,68.19000742534939,Additive,1.0,pred,1.0
2023-08-15 00:00:00,upper_bound,AntifungalY_Chain Store,82.46466115314726,Additive,1.0,pred,1.0
2023-08-22 00:00:00,predicted_value,AntifungalY_Chain Store,78.44484999258108,Additive,1.0,pred,1.0
2023-08-22 00:00:00,lower_bound,AntifungalY_Chain Store,70.84585506160965,Additive,1.0,pred,1.0
2023-08-22 00:00:00,upper_bound,AntifungalY_Chain Store,85.76978274992096,Additive,1.0,pred,1.0
2023-08-29 00:00:00,predicted_value,AntifungalY_Chain Store,78.43363994197998,Additive,1.0,pred,1.0
2023-08-29 00:00:00,lower_bound,AntifungalY_Chain Store,71.3896567492955,Additive,1.0,pred,1.0
2023-08-29 00:00:00,upper_bound,AntifungalY_Chain Store,85.67649321492547,Additive,1.0,pred,1.0
2023-09-05 00:00:00,predicted_value,AntifungalY_Chain Store,79.02491316975234,Additive,1.0,pred,1.0
2023-09-05 00:00:00,lower_bound,AntifungalY_Chain Store,70.7541964995651,Additive,1.0,pred,1.0
2023-09-05 00:00:00,upper_bound,AntifungalY_Chain Store,86.30986397405275,Additive,1.0,pred,1.0
2023-09-12 00:00:00,predicted_value,AntifungalY_Chain Store,91.09584900409604,Additive,1.0,pred,1.0
2023-09-12 00:00:00,lower_bound,AntifungalY_Chain Store,83.29310221679589,Additive,1.0,pred,1.0
2023-09-12 00:00:00,upper_bound,AntifungalY_Chain Store,97.99914934808938,Additive,1.0,pred,1.0
2023-09-19 00:00:00,predicted_value,AntifungalY_Chain Store,77.42713345199758,Additive,1.0,pred,1.0
2023-09-19 00:00:00,lower_bound,AntifungalY_Chain Store,70.14592768473976,Additive,1.0,pred,1.0
2023-09-19 00:00:00,upper_bound,AntifungalY_Chain Store,84.95003871612995,Additive,1.0,pred,1.0
2023-09-26 00:00:00,predicted_value,AntifungalY_Chain Store,69.10038169063819,Additive,1.0,pred,1.0
2023-09-26 00:00:00,lower_bound,AntifungalY_Chain Store,62.23791937051868,Additive,1.0,pred,1.0
2023-09-26 00:00:00,upper_bound,AntifungalY_Chain Store,76.81015340961304,Additive,1.0,pred,1.0
2023-10-03 00:00:00,predicted_value,AntifungalY_Chain Store,89.7251360284971,Additive,1.0,pred,1.0
2023-10-03 00:00:00,lower_bound,AntifungalY_Chain Store,82.71966541111712,Additive,1.0,pred,1.0
2023-10-03 00:00:00,upper_bound,AntifungalY_Chain Store,97.10037418123063,Additive,1.0,pred,1.0
2023-10-10 00:00:00,predicted_value,AntifungalY_Chain Store,85.87683680578502,Additive,1.0,pred,1.0
2023-10-10 00:00:00,lower_bound,AntifungalY_Chain Store,79.3759411723392,Additive,1.0,pred,1.0
2023-10-10 00:00:00,upper_bound,AntifungalY_Chain Store,94.04482368538312,Additive,1.0,pred,1.0
2023-10-17 00:00:00,predicted_value,AntifungalY_Chain Store,70.26066658792266,Additive,1.0,pred,1.0
2023-10-17 00:00:00,lower_bound,AntifungalY_Chain Store,63.19799258262395,Additive,1.0,pred,1.0
2023-10-17 00:00:00,upper_bound,AntifungalY_Chain Store,77.36374704023059,Additive,1.0,pred,1.0
2023-10-24 00:00:00,predicted_value,AntifungalY_Chain Store,74.52722832817966,Additive,1.0,pred,1.0
2023-10-24 00:00:00,lower_bound,AntifungalY_Chain Store,67.54094469416316,Additive,1.0,pred,1.0
2023-10-24 00:00:00,upper_bound,AntifungalY_Chain Store,82.20532953626558,Additive,1.0,pred,1.0
2023-10-31 00:00:00,predicted_value,AntifungalY_Chain Store,81.70019345054075,Additive,1.0,pred,1.0
2023-10-31 00:00:00,lower_bound,AntifungalY_Chain Store,74.20605257637348,Additive,1.0,pred,1.0
2023-10-31 00:00:00,upper_bound,AntifungalY_Chain Store,89.35207580061136,Additive,1.0,pred,1.0
2023-11-07 00:00:00,predicted_value,AntifungalY_Chain Store,77.82590738754116,Additive,1.0,pred,1.0
2023-11-07 00:00:00,lower_bound,AntifungalY_Chain Store,70.97500406675712,Additive,1.0,pred,1.0
2023-11-07 00:00:00,upper_bound,AntifungalY_Chain Store,85.1787320691424,Additive,1.0,pred,1.0
2023-11-14 00:00:00,predicted_value,AntifungalY_Chain Store,77.59332796922146,Additive,1.0,pred,1.0
2023-11-14 00:00:00,lower_bound,AntifungalY_Chain Store,70.93851837966365,Additive,1.0,pred,1.0
2023-11-14 00:00:00,upper_bound,AntifungalY_Chain Store,84.9365221390761,Additive,1.0,pred,1.0
2023-11-21 00:00:00,predicted_value,AntifungalY_Chain Store,100.03243959309604,Additive,1.0,pred,1.0
2023-11-21 00:00:00,lower_bound,AntifungalY_Chain Store,93.16267861345288,Additive,1.0,pred,1.0
2023-11-21 00:00:00,upper_bound,AntifungalY_Chain Store,107.0202877872014,Additive,1.0,pred,1.0
2023-11-28 00:00:00,predicted_value,AntifungalY_Chain Store,102.7491125131591,Additive,1.0,pred,1.0
2023-11-28 00:00:00,lower_bound,AntifungalY_Chain Store,95.64548622839357,Additive,1.0,pred,1.0
2023-11-28 00:00:00,upper_bound,AntifungalY_Chain Store,110.04394840737756,Additive,1.0,pred,1.0
2023-12-05 00:00:00,predicted_value,AntifungalY_Chain Store,80.38626328768561,Additive,1.0,pred,1.0
2023-12-05 00:00:00,lower_bound,AntifungalY_Chain Store,73.19189993517443,Additive,1.0,pred,1.0
2023-12-05 00:00:00,upper_bound,AntifungalY_Chain Store,88.1171797768502,Additive,1.0,pred,1.0
2023-12-12 00:00:00,predicted_value,AntifungalY_Chain Store,96.84478020204338,Additive,1.0,pred,1.0
2023-12-12 00:00:00,lower_bound,AntifungalY_Chain Store,90.00701044788688,Additive,1.0,pred,1.0
2023-12-12 00:00:00,upper_bound,AntifungalY_Chain Store,103.85660341335574,Additive,1.0,pred,1.0
2023-12-19 00:00:00,predicted_value,AntifungalY_Chain Store,118.12354971838649,Additive,1.0,pred,1.0
2023-12-19 00:00:00,lower_bound,AntifungalY_Chain Store,111.19834724394738,Additive,1.0,pred,1.0
2023-12-19 00:00:00,upper_bound,AntifungalY_Chain Store,125.33426875053595,Additive,1.0,pred,1.0
2023-12-26 00:00:00,predicted_value,AntifungalY_Chain Store,94.30234830371478,Additive,1.0,pred,1.0
2023-12-26 00:00:00,lower_bound,AntifungalY_Chain Store,86.74419175027404,Additive,1.0,pred,1.0
2023-12-26 00:00:00,upper_bound,AntifungalY_Chain Store,100.92368181554365,Additive,1.0,pred,1.0
2024-01-02 00:00:00,predicted_value,AntifungalY_Chain Store,70.82186829773826,Additive,1.0,pred,1.0
2024-01-02 00:00:00,lower_bound,AntifungalY_Chain Store,63.655887638259024,Additive,1.0,pred,1.0
2024-01-02 00:00:00,upper_bound,AntifungalY_Chain Store,77.47782324049827,Additive,1.0,pred,1.0
2024-01-09 00:00:00,predicted_value,AntifungalY_Chain Store,70.16490165850018,Additive,1.0,pred,1.0
2024-01-09 00:00:00,lower_bound,AntifungalY_Chain Store,62.233861266481895,Additive,1.0,pred,1.0
2024-01-09 00:00:00,upper_bound,AntifungalY_Chain Store,77.10093231983473,Additive,1.0,pred,1.0
2024-01-16 00:00:00,predicted_value,AntifungalY_Chain Store,69.29071746337335,Additive,1.0,pred,1.0
2024-01-16 00:00:00,lower_bound,AntifungalY_Chain Store,62.18802263019725,Additive,1.0,pred,1.0
2024-01-16 00:00:00,upper_bound,AntifungalY_Chain Store,76.69428376713999,Additive,1.0,pred,1.0
2024-01-23 00:00:00,predicted_value,AntifungalY_Chain Store,66.81133165735916,Additive,1.0,pred,1.0
2024-01-23 00:00:00,lower_bound,AntifungalY_Chain Store,59.407764313316974,Additive,1.0,pred,1.0
2024-01-23 00:00:00,upper_bound,AntifungalY_Chain Store,73.59870140701578,Additive,1.0,pred,1.0
2024-01-30 00:00:00,predicted_value,AntifungalY_Chain Store,74.93316933089437,Additive,1.0,pred,1.0
2024-01-30 00:00:00,lower_bound,AntifungalY_Chain Store,68.38879004144793,Additive,1.0,pred,1.0
2024-01-30 00:00:00,upper_bound,AntifungalY_Chain Store,82.3474945715265,Additive,1.0,pred,1.0
2024-02-06 00:00:00,predicted_value,AntifungalY_Chain Store,83.33799245095925,Additive,1.0,pred,1.0
2024-02-06 00:00:00,lower_bound,AntifungalY_Chain Store,76.02060039429493,Additive,1.0,pred,1.0
2024-02-06 00:00:00,upper_bound,AntifungalY_Chain Store,90.1186365760508,Additive,1.0,pred,1.0
2024-02-13 00:00:00,predicted_value,AntifungalY_Chain Store,81.74514262760327,Additive,1.0,pred,1.0
2024-02-13 00:00:00,lower_bound,AntifungalY_Chain Store,74.67342846779674,Additive,1.0,pred,1.0
2024-02-13 00:00:00,upper_bound,AntifungalY_Chain Store,89.75785422579615,Additive,1.0,pred,1.0
2024-02-20 00:00:00,predicted_value,AntifungalY_Chain Store,78.38225415693005,Additive,1.0,pred,1.0
2024-02-20 00:00:00,lower_bound,AntifungalY_Chain Store,71.09484065775831,Additive,1.0,pred,1.0
2024-02-20 00:00:00,upper_bound,AntifungalY_Chain Store,85.27207802733338,Additive,1.0,pred,1.0
2024-02-27 00:00:00,predicted_value,AntifungalY_Chain Store,75.80298461971886,Additive,1.0,pred,1.0
2024-02-27 00:00:00,lower_bound,AntifungalY_Chain Store,68.70092528985353,Additive,1.0,pred,1.0
2024-02-27 00:00:00,upper_bound,AntifungalY_Chain Store,83.35670521143685,Additive,1.0,pred,1.0
2024-03-05 00:00:00,predicted_value,AntifungalY_Chain Store,79.7184556896791,Additive,1.0,pred,1.0
2024-03-05 00:00:00,lower_bound,AntifungalY_Chain Store,72.91573431165051,Additive,1.0,pred,1.0
2024-03-05 00:00:00,upper_bound,AntifungalY_Chain Store,87.51857332415233,Additive,1.0,pred,1.0
2024-03-12 00:00:00,predicted_value,AntifungalY_Chain Store,77.98481417119265,Additive,1.0,pred,1.0
2024-03-12 00:00:00,lower_bound,AntifungalY_Chain Store,70.81751496878492,Additive,1.0,pred,1.0
2024-03-12 00:00:00,upper_bound,AntifungalY_Chain Store,84.71126027449257,Additive,1.0,pred,1.0
2023-06-13 00:00:00,predicted_value,AntifungalY_Online Store,411.6958256702282,Additive,1.0,pred,1.0
2023-06-13 00:00:00,lower_bound,AntifungalY_Online Store,374.01175148998993,Additive,1.0,pred,1.0
2023-06-13 00:00:00,upper_bound,AntifungalY_Online Store,447.7870625016413,Additive,1.0,pred,1.0
2023-06-20 00:00:00,predicted_value,AntifungalY_Online Store,405.14235287031465,Additive,1.0,pred,1.0
2023-06-20 00:00:00,lower_bound,AntifungalY_Online Store,365.8446437369426,Additive,1.0,pred,1.0
2023-06-20 00:00:00,upper_bound,AntifungalY_Online Store,442.6441611082788,Additive,1.0,pred,1.0
2023-06-27 00:00:00,predicted_value,AntifungalY_Online Store,432.0720902037458,Additive,1.0,pred,1.0
2023-06-27 00:00:00,lower_bound,AntifungalY_Online Store,395.2797471753252,Additive,1.0,pred,1.0
2023-06-27 00:00:00,upper_bound,AntifungalY_Online Store,471.8877695631736,Additive,1.0,pred,1.0
2023-07-04 00:00:00,predicted_value,AntifungalY_Online Store,484.9606070142605,Additive,1.0,pred,1.0
2023-07-04 00:00:00,lower_bound,AntifungalY_Online Store,448.5947299499381,Additive,1.0,pred,1.0
2023-07-04 00:00:00,upper_bound,AntifungalY_Online Store,523.2244384457642,Additive,1.0,pred,1.0
2023-07-11 00:00:00,predicted_value,AntifungalY_Online Store,431.9071626639078,Additive,1.0,pred,1.0
2023-07-11 00:00:00,lower_bound,AntifungalY_Online Store,393.0417263165602,Additive,1.0,pred,1.0
2023-07-11 00:00:00,upper_bound,AntifungalY_Online Store,469.71214870533737,Additive,1.0,pred,1.0
2023-07-18 00:00:00,predicted_value,AntifungalY_Online Store,397.416425532097,Additive,1.0,pred,1.0
2023-07-18 00:00:00,lower_bound,AntifungalY_Online Store,360.450209964346,Additive,1.0,pred,1.0
